index,hora,semaforo,direccion,cuantos,estado,placa,prob
2018-02-06,15-15-33,Amarillo,directo,x1,-Infraccion,4221GYA,100
2018-02-06,14-15-34,Amarillo,directo,x1,-Infraccion,1229IGA,100
2018-02-06,20-10-20,Amarillo,directo,x1,-Altavelocidad,x,0
2018-02-06,15-51-08,Amarillo,directo,x1,-Infraccion,2194HDU,100
2018-02-06,16-15-32,Amarillo,directo,x1,-Pintura,x,0
2018-02-06,11-14-38,Amarillo,directo,x1,-Infraccion,3153XHT,100
2018-02-06,14-40-58,Amarillo,directo,x1,-Ruidocaptura,x,0
2018-02-06,13-36-56,Amarillo,directo,x1,-Infraccion,1880SEK,100
2018-02-06,13-57-15,Amarillo,directo,x1,-Infraccion,1558PAU,100
2018-02-01,09-32-02,amarillo,directo,x1,-desgaste,1411D{I}Y,90
2018-02-01,12-29-56,amarillo,directo,x1,-,1016PAH,100
2018-02-01,19-44-00,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-01,14-04-29,amarillo,directo,x1,-placaborrosa,65xxxK,40
2018-02-01,11-30-59,amarillo,directo,x1,-rapido,4017SRB,100
2018-02-01,17-54-12,amarillo,directo,x1,-,2194HDU,100
2018-02-01,12-50-15,amarillo,directo,x1,-,2458IDY,100
2018-02-01,12-32-59,amarillo,directo,x1,-,1665Rx,86
2018-02-01,19-07-23,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-01,10-59-27,amarillo,directo,x1,-sinpintar,xxxxx,0
2018-02-01,06-06-42,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-01,12-51-16,amarillo,directo,x1,-,226XSN,100
2018-02-01,13-48-12,amarillo,directo,x2,-otroframe,984CPR,100
2018-02-01,15-51-12,amarillo,directo,x1,-dedosframesseextralaplaca,2324DBG,100
2018-02-01,06-10-45,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-01,19-38-53,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-01,19-41-58,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-01,12-59-24,amarillo,directo,x1,-,2883TBE,100
2018-02-01,14-08-32,amarillo,directo,x2,-motoyframemuyabajo,2165Fx-86-3272ESY,100
2018-02-01,11-34-01,amarillo,directo,x2,-otroframe,2078SKL,100
2018-02-01,09-19-50,amarillo,directo,x1,-rapido,1226XCS,100
2018-02-01,13-05-31,amarillo,directo,x1,-rapido,985LPK,100
2018-02-01,17-22-41,amarillo,directo,x1,-,2274IEF,100
2018-02-01,10-27-57,amarillo,direct,x1,-,2260CSN,100
2018-02-01,14-41-04,amarillo,directo,x1,-motorapida,3401xxx,50
2018-02-01,09-29-00,amarillo,directo,x1,-lento,4280GPL,100
2018-02-01,11-59-26,amarillo,directo,x1,-congestion,2018TCP,100
2018-02-01,14-16-40,amarillo,directo,x1,-muyabajo,4450RFR,100
2018-02-01,14-01-25,amarillo,directo,x1,-,2609IHX,100
2018-02-01,10-47-15,amarillo,directo,x1,-rapido,4253UTT,100
2018-02-01,13-51-15,amarillo,directo,x1,-,1897CZF,100
2018-02-01,13-43-07,amarillo,directo,x1,-,2700GTX,95
2018-02-01,09-31-02,amarillo,directo,x1,-auncostado,4421ITY,100
2018-02-05,18-30-02,amarillo,directo,x1,-sinpitar,828xxxx,26
2018-02-05,13-29-09,amarillo,directo,x1,-rapido-sinpintar,xxxxx,0
2018-02-05,20-28-59,amarillo,directo,x1,-night-blur,xxxx,0
2018-02-05,18-21-55,amarillo,directo,x1,-faltapintar,1771PXD,86
2018-02-05,19-43-14,amarillo,directo,x1,-night-blut,xxxxx,0
2018-02-05,12-39-21,amarillo,directo,x1,-rapido,2731FUT,100
2018-02-05,19-59-57,amarillo,directo,x1,-night-blur,xxxxx,0
2018-02-05,11-17-00,amarillo,directo,x1,-rapido,4697LKY,100
2018-02-05,19-09-41,amarillo,directo,x1,-blur,xxxxx,0
2018-02-05,15-34-11,amarillo,directo,x1,-faltapintar,1008ZBD,90
2018-02-05,16-55-30,amarillo,directo,x1,-despintado,1841ZAN,100
2018-02-05,14-12-52,amarillo,directo,x1,-rapido-bus,341GCH,100
2018-02-05,11-58-40,amarillo,directo,x1,-despintado,1079ARS,90
2018-02-05,14-44-24,amarillo,directo,x1,-despintado-rapido,17x5ZAT,70
2018-02-05,06-22-13,amarillo,directo,x1,-pocaluz,xxxxx,0
2018-02-05,14-10-49,amarillo,directo,x1,-,2286TPC,100
2018-02-05,19-03-35,amarillo,directo,x1,-blur,xxxxx,0
2018-02-05,19-40-10,amarillo,directo,x1,-nicht-blur,xxxxx,0
2018-02-05,14-50-29,amarillo,directo,x1,-,2740DNA,100
2018-02-05,14-13-53,amarillo,directo,x1,-sinpintar,xxxxx,0
2018-02-02,09-42-01,amarillo,directo,x1,-,1167xxP,76
2018-02-02,10-30-49,amarillo,directo,x1,-,4554GTL,100
2018-02-02,14-06-19,amarillo,directo,x1,-sinPlaca,xxxx,0
2018-02-02,10-15-34,amarillo,directo,x1,-,2993AKG,100
2018-02-02,17-50-58,amarillo,directo,x1,-blur-pocaluz-nublado,xxxx,0
2018-02-02,20-48-53,amarillo,directo,x1,-blur-noche,xxxx,0
2018-02-02,09-49-09,amarillo,directo,x1,-,1904RXG,100
2018-02-02,12-54-09,amarillo,directo,x1,-pocaluzBlur,2982BGB,80
2018-02-02,20-28-31,amarillo,directo,x1,-blur-noche,xxxx,0
2018-02-02,09-31-51,amarillo,directo,x2,-,1077ZUX,84
2018-02-02,16-36-46,amarillo,directo,x1,-nublado,125xxxx,41
2018-02-02,16-41-52,amarillo,directo,x1,-nubladosucia,3020AxA,81
2018-02-02,20-34-37,amarillo,directo,x1,-blur-noche,xxxx,0
2018-02-02,12-22-38,amarillo,directo,x1,-pocaluzNublado,4501SBF,100
2018-02-02,12-46-01,amarillo,directo,x1,-placaSucia,4104SLD,100
2018-02-02,09-28-48,amarillo,directo,x1,-congestion,1558ZII,80
2018-02-02,15-12-23,amarillo,directo,x1,-pocaluz,xxxxx,0
2018-02-02,14-34-46,amarillo,directo,x1,-,3035ILI,100
2018-02-02,16-44-53,amarillo,directo,x1,-nubladoBlur,xxxxx,0
2018-02-02,10-33-52,amarillo,directo,x1,-,2536YDY,100
2018-02-02,11-07-24,amarillo,directo,x1,-,3065SIU,100
2018-02-02,10-25-44,amarillo,directo,x1,-placaSinPintar,1771PXD,30
2018-02-02,17-37-45,amarillo,directo,x1,-nublado-blur,xxxx,0
2018-02-02,09-58-18,amarillo,directo,x1,-,3773UNF,100
2018-02-02,09-15-35,amarillo,directo,x1,-,3139AUN,100
2018-02-02,13-39-53,amarillo,directo,x1,-,30054KI,100
2018-02-08,07-32-49,amarillo,directo,x1,-pocaluz-blur,2743HKA,86
2018-02-08,07-20-37,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-08,07-00-18,amarillo,directo,x1,-pocaluz-blur,xxxxx,0
2018-02-08,14-03-10,Amarillo,directo,x1,-Infraccion,4287YHY,100
2018-02-08,08-27-42,amarillo,directo,x1,-,4421HTX,100
2018-02-07,18-08-07,Rojo,directo,x3,-PlacaNoVisible,x,0
2018-02-07,09-03-11,Rojo,directo,x1,-RuidoCamara-NoVisible,x,0
2018-02-07,06-23-54,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,11-23-27,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,18-45-11,Rojo,directo,x2,-RuidoAdelantado,x,0
2018-02-07,14-04-04,Rojo,directo,x1,-RuidoCamara-PlacaNopintada,x,0
2018-02-07,06-04-18,Rojo,directo,x1,-Ruidocamara,x,0
2018-02-07,06-37-18,Rojo,directo,x1,-RuidoCamara-lluvia,x,0
2018-02-07,07-22-53,Rojo,directo,x1,-RuidoAdelantado-lluvia,x,0
2018-02-07,15-45-03,Rojo,isquierda,x1,-PlacaNoVisible,82xxxx,32
2018-02-07,16-42-58,Rojo,directo,x1,-PlacaOscura,x,0
2018-02-07,08-33-45,Rojo,directo,x1,-RuidoCamara,142xxYx,56
2018-02-07,19-02-18,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,17-44-46,Rojo,isquierda,x1,-PlacaNoVisible,x,0
2018-02-07,17-30-31,Rojo,directo,x1,-PlacaNoVisible,2993xxx,58
2018-02-07,06-15-44,Rojo,directo,x1,-Ruidocamara,x,0
2018-02-07,10-27-32,Rojo,directo,x1,-PlacaNoPintada,x84xxP,34
2018-02-07,19-43-49,Rojo,directo,x1,-RuidoSentido,x,0
2018-02-07,13-25-26,Rojo,directo,x1,-PlacaNoPintada,1262Gxx,72
2018-02-07,20-03-01,Rojo,directo,x1,-NoVisible,x,0
2018-02-07,19-15-13,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,19-25-24,Rojo,directo,x1,-NoVisible,x,0
2018-02-07,17-47-47,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,19-55-12,Rojo,Giro,x1,-RuidoSentido,x,0
2018-02-07,09-15-24,Rojo,isquierda,x1,-Sinplaca,x,0
2018-02-07,16-07-22,Rojo,directo,x1,-PlacaNoPintada,1753LFx,84
2018-02-07,07-07-32,Rojo,directo,x1,-RuidoCamara-lluvia,x,0
2018-02-07,06-36-57,Rojo,directo,x1,-RuidoCamara-lluvia,x,0
2018-02-07,12-58-25,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,06-03-38,Rojo,directo,x1,-Camara,x,0
2018-02-07,16-37-52,Rojo,directo,x1,-PlacaOscura,x,0
2018-02-07,07-24-46,Rojo,directo,x1,-RuidoCamara-lluvia-placa,x,0
2018-02-07,12-55-58,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,19-18-16,Rojo,directo,x1,-RuidoAdelantado-Visibilidad,x,0
2018-02-07,06-40-02,Rojo,directo,x1,-RuidoAdelantado-lluvia,x,0
2018-02-07,13-53-23,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,17-46-47,Rojo,isquierda,x1,-PlacaNoVisible-borroso,x,0
2018-02-07,15-19-36,Rojo,directo,x1,-PlacaOscura,x,0
2018-02-07,19-46-57,Rojo,directo,x1,-NoVisible,x,0
2018-02-07,18-27-28,Rojo,directo,x1,-PlacaNoVisible-Velocidad,x,0
2018-02-07,17-45-46,Rojo,directo,x1,-PlacaNoVisible,x,0
2018-02-07,17-51-52,Rojo,directo,x1,-PlacaNoVisible,x,0
2018-02-07,07-06-39,Rojo,directo,x1,-RuidoCamara-lluvia,x,0
2018-02-07,17-04-18,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,17-06-20,Rojo,directo,x1,-PlacaOscura,x,0
2018-02-07,18-42-41,Rojo,directo,x1,-RuidoAdelantado-Velocidad,x,0
2018-02-07,15-48-03,Rojo,directo,x2,-PlacaNoVisible,x,0
2018-02-07,19-50-48,Rojo,directo,x1,-NoVisible,x,0
2018-02-07,10-25-30,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,13-10-12,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,16-02-19,Rojo,directo,x2,-RuidoAdelantado-PlacaOscura,x,0
2018-02-07,06-33-59,Rojo,directo,x1,-Ruidocamara-Nocapturado,x,0
2018-02-07,10-02-09,Rojo,directo,x1,-Infraccion,x98PTx,72
2018-02-07,08-34-42,Rojo,directo,x1,-RuidoCamara,x,0
2018-02-07,14-25-53,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-07,13-39-06,Rojo,Isquierda,x1,-RuidoAdelantado,x,0
2018-02-07,15-58-14,Rojo,directo,x1,-PlacaNoPintada,x,0
2018-02-20,16-03-57,Rojo,directo,x1,-Infraccion-PlacaDespintada,1266Bxx,72
2018-02-20,06-25-53,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-20,16-37-31,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-20,06-31-55,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-20,07-57-01,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-20,15-18-11,Rojo,directo,x1,-PlacaSucia,x,0
2018-02-20,18-30-19,Rojo,directo,x1,-Ruidocaptura,x,0
2018-02-20,17-32-24,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-20,07-49-54,Rojo,directo,x1,-PlacaSucia,x,0
2018-02-20,06-23-37,Rojo,directo,x1,-Ruidocaptura-Amanecer,x,0
2018-02-20,15-11-06,Rojo,directo,x1,-SinPlaca,x,0
2018-02-20,06-08-42,Rojo,directo,x1,-Sincaptura,x,0
2018-02-20,16-59-51,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-20,16-21-14,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-20,14-52-47,Rojo,directo,x1,-PlacaSucia,x,0
2018-02-20,08-48-54,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-23,06-47-21,Rojo,directo,x1,-Ruidocaptura-AltaVelocidad,x,0
2018-02-23,06-08-02,Rojo,directo,x1,-Ruidocaptura-Amanecer,x,0
2018-02-23,06-05-56,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-23,06-47-44,Rojo,directo,x1,-Ruidocaptura,x,0
2018-02-23,06-31-35,Rojo,directo,x1,-Ruidocaptura,x,0
2018-02-23,07-21-56,Rojo,directo,x1,-Ruidocaptura,x,0
2018-02-23,06-31-20,Rojo,directo,x1,-Ruidocaptura,x,0
2018-02-23,06-34-18,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-23,20-29-47,Rojo,directo,x1,-Ruidocaptura-Noche,x,0
2018-02-23,06-48-22,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-23,08-49-20,Rojo,directo,x1,-RuidoAdelantado-Micro,x,0
2018-02-23,08-36-07,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-23,20-01-17,Rojo,directo,x1,-Ruidocaptura-Noche,x,0
2018-02-23,10-07-37,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-23,08-16-48,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-23,20-48-23,Rojo,directo,x1,-Ruidocaptura-SinSemaforo,x,0
2018-02-23,06-17-01,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-23,14-55-17,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-23,07-50-22,Rojo,directo,x1,-Ruidocaptura,2274xxx,58
2018-02-23,09-06-38,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-23,07-51-25,Rojo,directo,x1,-Ruidocaptura,x,0
2018-02-23,08-30-01,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-23,06-29-08,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-23,19-38-56,Rojo,directo,x1,-Ruidocaptura-Noche,x,0
2018-02-23,06-04-53,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-23,06-14-10,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-23,08-32-04,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-23,20-47-34,Rojo,directo,x1,-VideoError,x,0
2018-02-23,06-29-09,Rojo,directo,x1,-Ruidocaptura,x,0
2018-02-09,07-15-18,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-09,07-02-26,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-09,07-16-22,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-15,16-14-41,Rojo,izquierdo,x1,-RuidoAdelantado,x,0
2018-02-15,07-51-30,Rojo,izquierdo,x1,-PlacaBorrosa,9x3xxK,50
2018-02-15,10-11-49,Rojo,izquierdo,x1,-PlacaDespintada,xx79BKx,58
2018-02-15,06-12-18,Rojo,directo,x1,-RuidoCaptura-AltaVelocidad,x,0
2018-02-15,17-42-07,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-15,13-24-55,Rojo,izquierdo,x1,-RuidoAdelantado,x,0
2018-02-15,14-07-37,Rojo,izquierdo,x1,-PlacaBorrosa,x,0
2018-02-15,18-38-01,Rojo,izquierda,x1,-RuidoCaptura,x,0
2018-02-15,16-28-56,Rojo,izquierdo,x1,-RuidoAdelantado,x,0
2018-02-15,07-46-25,Rojo,directo,x1,-Bicicleta,x,0
2018-02-15,19-16-38,Rojo,directo,x1,-RuidoCaptura-Noche,x,0
2018-02-15,19-21-44,Rojo,izquierda,x1,-RuidoCaptura-Noche,x,0
2018-02-15,06-10-54,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-15,06-10-56,Rojo,izquierda,x1,-RuidoCaptura,x,0
2018-02-15,09-42-20,Rojo,directo,x1,-RuidoAdelantado-VideoLento,x,0
2018-02-15,18-55-22,Rojo,izquierda,x1,-RuidoCaptura-Noche,x,0
2018-02-15,19-11-33,Rojo,izquierda,x1,-RuidoCaptura-Noche,x,0
2018-02-15,12-06-41,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-15,06-05-57,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-15,06-12-17,Rojo,directo,x1,-RuidoCaptura-SentidoContrario,x,0
2018-02-15,18-08-32,Rojo,izquierda,x1,-RuidoCaptura,x,0
2018-02-18,06-14-45,Rojo,izquierdo,x1,-RuidoCaptura,x,0
2018-02-18,06-41-14,Rojo,izquierdo,x1,-RuidoCaptura-PlacaSuicia,x,0
2018-02-18,07-59-56,Rojo,izquierdo,x1,-RuidoAdelantado,x,0
2018-02-18,09-22-13,Rojo,izquierdo,x1,-RuidoAdelantado,x,0
2018-02-18,06-34-30,Rojo,izquierdo,x1,-RuidoCaptura,x,0
2018-02-18,06-08-57,Rojo,izquierdo,x1,-RuidoCaptura,x,0
2018-02-18,09-04-29,Rojo,izquierdo,x1,-RuidoAdelantado,x,0
2018-02-18,07-58-52,Rojo,izquierdo,x1,-RuidoAdelantado,x,0
2018-02-04,14-52-41,rojo,directo,x1,-,3593FDB,100
2018-02-04,19-36-32,rojo,directo,x1,-pedestrian,xxxxx,0
2018-02-04,09-38-36,rojo,directo,x1,-sinPlaca,xxxxxx,0
2018-02-04,15-04-51,rojo,directo,x1,-,2358YXL,100
2018-02-04,16-23-07,rojo,directo,x1,-,4442SAE,100
2018-02-04,17-18-19,rojo,directo,x1,-pedestrian,xxxx,0
2018-02-04,15-59-44,rojo,directo,x1,-trancadera,3867NRK,100
2018-02-04,15-29-16,rojo,directo,x1,-,2989GPU,100
2018-02-04,08-18-18,rojo,directo,x1,-blurPocaluz,1344xxx,46
2018-02-04,13-56-46,rojo,directo,x2,-congestion,2295ZLC,100
2018-02-04,14-23-29,rojo,directo,x1,-pedestriancasiaccidente,xxxx,0
2018-02-04,09-10-08,rojo,directo,x1,-,2081LFN,100
2018-02-04,17-17-00,rojo,directo,x1,-despintado,84xxxx,0
2018-02-04,08-31-31,rojo,directo,x1,-muyrapido,xxxxx,0
2018-02-04,15-36-22,rojo,directo,x1,-,2989FLK,100
2018-02-04,20-43-20,rojo,directo,x1,-pocaluz-blur-rapido,xxxxx,0
2018-02-04,10-40-36,rojo,directo,x1,-sucio,2749AAI,86
2018-02-10,11-48-43,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,07-09-08,Rojo,directo,x1,-RuidoCaptura,x,0
2018-02-10,11-52-29,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-11-13,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,10-50-33,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-28-38,Rojo,izquierda,x2,-RuidoCaptura-Amanecer,x,0
2018-02-10,07-05-59,Rojo,directo,x1,-RuidoCaptura-PlacaDespintada,x,0
2018-02-10,07-19-19,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-27-08,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-10,08-43-21,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-38-46,Rojo,directo,x2,-RuidoCaptura-Amanecer,x,0
2018-02-10,07-17-18,Rojo,directo,x1,-RuidoCaptura,x,0
2018-02-10,10-43-18,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,11-33-25,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-35-33,Rojo,directo,x1,-RuidoAdelantado-Amanecer-Moto,x,0
2018-02-10,15-19-58,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,12-36-15,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,13-37-26,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,14-42-13,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,16-43-33,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,08-17-16,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,12-53-41,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,08-52-52,Rojo,directo,x1,-PlacaSucia,x,0
2018-02-10,09-32-08,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,10-36-20,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,07-05-16,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,11-35-26,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,09-04-45,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,06-20-08,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,08-16-01,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,07-28-20,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,08-35-28,Rojo,directo,x2,-Moto-Bicicleta,x,0
2018-02-10,17-40-23,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-11-05,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,07-02-02,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,15-59-57,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,07-10-19,Rojo,directo,x1,-RuidoCaptura,x,0
2018-02-10,13-37-27,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,13-46-19,Rojo,directo,x1,-PlacaSucia,x,0
2018-02-10,09-01-39,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,17-28-03,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,09-39-15,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,07-56-36,Rojo,directo,x1,-PlacaSucia,x,0
2018-02-10,06-45-35,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,06-21-01,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,11-48-46,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,07-01-45,Rojo,directo,x1,-RuidoCaptura-PlacaDespintada,x,0
2018-02-10,10-58-50,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,09-42-39,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-28-14,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,14-36-06,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,09-38-16,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-47-54,Rojo,directo,x1,-Infraccion-Sticker,23xDXN,8
2018-02-10,08-19-26,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,12-19-00,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,08-39-34,Rojo,directo,x1,-RuidoAdelantado-Flota,x,0
2018-02-10,12-40-14,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-37-25,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-10,06-24-19,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,06-40-31,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-10,12-27-00,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,07-43-53,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-30-38,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-10,08-35-29,Rojo,directo,x2,-Moto-Bicicleta-Duplicado,x,0
2018-02-10,11-48-39,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,09-33-35,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,16-17-53,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,12-34-25,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,11-51-46,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,12-30-03,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,15-57-37,Rojo,directo,x1,-PlacaDespintada,1258XCx,84
2018-02-10,07-07-10,Rojo,directo,x2,-RuidoAdelantado,x,0
2018-02-10,08-25-03,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,06-26-12,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-10,07-13-12,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-10,13-20-04,Rojo,directo,x1,-PlacaDespintada,x,0
2018-02-10,06-43-48,Rojo,directo,x2,-RuidoAdelantado-Amanecer,x,0
2018-02-03,14-19-21,rojo,directo,x1,-rapido,3776REC,100
2018-02-03,15-29-30,rojo,directo,x1,-,4004EUI,100
2018-02-03,14-06-09,rojo,directo,x1,-moto,2792GSS,100
2018-02-03,08-13-25,rojo,directo,x1,-,1900GFN,100
2018-02-03,16-32-30,rojo,right,x2,-muyabajo,4081XCN,100
2018-02-13,06-31-23,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-13,06-15-00,Rojo,directo,x1,-RuidoCaptura,x,0
2018-02-13,06-39-22,Rojo,directo,x1,-RuidoCaptura,x,0
2018-02-13,07-28-05,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-13,06-09-53,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-13,07-30-24,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-13,06-18-06,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-13,06-15-47,Rojo,directo,x1,-RuidoCaptura-Nublado,x,0
2018-02-13,06-11-41,Rojo,directo,x1,-RuidoCaptura,x,0
2018-02-21,14-01-47,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-21,06-28-36,Rojo,directo,x1,-RuidoCaptura-Amanecer,x,0
2018-02-21,06-53-10,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-21,12-31-18,Rojo,directo,x1,-RuidoRetrasado,x,0
2018-02-21,06-16-27,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-21,18-20-00,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-21,20-42-18,Rojo,directo,x1,-Ruidocaptura-Noche,x,0
2018-02-21,12-03-53,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-21,18-57-36,Rojo,directo,x1,-RuidoAdelantado-4Fotos,x,0
2018-02-21,06-03-15,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-21,08-29-24,Rojo,directo,x1,-SinPlaca-Duplicado,x,0
2018-02-21,06-03-13,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-21,06-26-32,Rojo,directo,x1,-RuidoAdelantado-Amanecer,x,0
2018-02-21,13-55-43,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-21,19-53-30,Rojo,directo,x1,-Ruidocaptura-Noche,x,0
2018-02-21,07-52-12,Rojo,directo,x1,-RuidoAdelantado,x,0
2018-02-21,07-57-52,Rojo,directo,x1,-RuidoAdelantado-CasiChoque,x,0
